2000-01-01T00:00:00,12551.5
2000-01-02T00:00:00,13377.0416666667
2000-01-03T00:00:00,15300.625
2000-01-04T00:00:00,15582.75
2000-01-05T00:00:00,15691.75
2000-01-06T00:00:00,15705.8333333333
2000-01-07T00:00:00,14140.125
2000-01-08T00:00:00,11503.2916666667
2000-01-09T00:00:00,11467.8333333333
2000-01-10T00:00:00,12290.7916666667
2000-01-11T00:00:00,14943.1666666667
2000-01-12T00:00:00,15675.375
2000-01-13T00:00:00,15881.9166666667
2000-01-14T00:00:00,15857.8333333333
2000-01-15T00:00:00,15387.125
2000-01-16T00:00:00,14168.75
2000-01-17T00:00:00,15693.8333333333
2000-01-18T00:00:00,15796.5416666667
2000-01-19T00:00:00,15836.2083333333
2000-01-20T00:00:00,15770
2000-01-21T00:00:00,15745.2916666667
2000-01-22T00:00:00,14968.6666666667
2000-01-23T00:00:00,13762.2083333333
2000-01-24T00:00:00,15178.5416666667
2000-01-25T00:00:00,15745.6666666667
2000-01-26T00:00:00,15609.4166666667
2000-01-27T00:00:00,15219.8333333333
2000-01-28T00:00:00,15083.3333333333
2000-01-29T00:00:00,14681.7083333333
2000-01-30T00:00:00,13933.75
2000-01-31T00:00:00,15140.0416666667
2000-02-01T00:00:00,15500.9583333333
2000-02-02T00:00:00,15316.2916666667
2000-02-03T00:00:00,15445.125
2000-02-04T00:00:00,15617.4583333333
2000-02-05T00:00:00,15180.6666666667
2000-02-06T00:00:00,15028.5833333333
2000-02-07T00:00:00,15073.875
2000-02-08T00:00:00,15369.75
2000-02-09T00:00:00,15431.9583333333
2000-02-10T00:00:00,15530.6666666667
2000-02-11T00:00:00,15504.4583333333
2000-02-12T00:00:00,15130.4583333333
2000-02-13T00:00:00,13992.7916666667
2000-02-14T00:00:00,15242.4583333333
2000-02-15T00:00:00,15926.25
2000-02-16T00:00:00,15845.7916666667
2000-02-17T00:00:00,15776.4583333333
2000-02-18T00:00:00,15526.125
2000-02-19T00:00:00,15090.1666666667
2000-02-20T00:00:00,13894.0416666667
2000-02-21T00:00:00,15392.25
2000-02-22T00:00:00,15866.1666666667
2000-02-23T00:00:00,16014.1666666667
2000-02-24T00:00:00,16112.6666666667
2000-02-25T00:00:00,15945.4583333333
2000-02-26T00:00:00,15706.3333333333
2000-02-27T00:00:00,14494.4166666667
2000-02-28T00:00:00,15828.8333333333
2000-02-29T00:00:00,16155.75
2000-03-01T00:00:00,16080.9583333333
2000-03-02T00:00:00,15838.25
2000-03-03T00:00:00,15827.0416666667
2000-03-04T00:00:00,15384.7916666667
2000-03-05T00:00:00,14153.6666666667
2000-03-06T00:00:00,15647.9583333333
2000-03-07T00:00:00,15765.125
2000-03-08T00:00:00,15682.2083333333
2000-03-09T00:00:00,15683.7916666667
2000-03-10T00:00:00,15578.1666666667
2000-03-11T00:00:00,15205.9583333333
2000-03-12T00:00:00,13996.25
2000-03-13T00:00:00,14686.9583333333
2000-03-14T00:00:00,14729.75
2000-03-15T00:00:00,13280.75
2000-03-16T00:00:00,13278
2000-03-17T00:00:00,11120.125
